892420643555336193,7907,37038
892177421306343426,5875,31874
891815181378084864,3878,24005
891689557279858688,8062,40374
891327558926688256,8745,38584
891087950875897856,2905,19396
890971913173991426,1926,11312
890729181411237888,17644,62484
890609185150312448,4006,26689
890240255349198849,6878,30559
890006608113172480,6853,29420
889880896479866881,4666,26701
889665388333682689,9384,46036
889638837579907072,4214,25947
889531135344209921,2111,14485
889278841981685760,5008,24144
888917238123831296,4203,27887
888804989199671297,3981,24495
888554962724278272,3281,18960
888078434458587136,3249,20846
887705289381826560,5035,28947
887517139158093824,10972,44386
887473957103951883,16875,65981
887343217045368832,9781,32264
887101392804085760,5570,29294
886983233522544640,7176,33583
886736880519319552,3031,11514
886680336477933568,4169,21484
886366144734445568,2980,20273
886267009285017600,4,115
886258384151887873,5903,26781
886054160059072513,101,0
885984800019947520,6314,31237
885528943205470208,5987,34450
885518971528720385,3488,19609
885311592912609280,17346,0
885167619883638784,4091,20987
884925521741709313,16959,74019
884876753390489601,5240,26701
884562892145688576,4409,23284
884441805382717440,5319,25895
884247878851493888,19034,69812
884162670584377345,2789,19512
883838122936631299,3228,20933
883482846933004288,9259,43986
883360690899218434,3465,21716
883117836046086144,6220,35567
882992080364220416,3648,22895
882762694511734784,4584,27094
882627270321602560,5675,26779
882268110199369728,10858,43019
882045870035918850,4587,28096
881906580714921986,3179,23299
881666595344535552,10005,48544
881633300179243008,7,121
881536004380872706,14947,47362
881268444196462592,4909,22214
880935762899988482,2613,16320
880872448815771648,3579,20405
880465832366813184,5844,27326
880221127280381952,3933,25870
880095782870896641,4062,26490
879862464715927552,3274,21420
879674319642796034,10,300
879492040517615616,2980,22485
879415818425184262,41587,101532
879376492567855104,2931,16124
879130579576475649,6378,0
879050749262655488,4388,21606
879008229531029506,2520,18206
878776093423087618,3847,18586
878604707211726852,6706,28953
878404777348136964,1206,0
878316110768087041,6262,0
878281511006478336,1206,7406
878057613040115712,6378,40357
877736472329191424,17852,76277
877611172832227328,74,0
877556246731214848,3573,21792
877316821321428993,4864,26294
877201837425926144,5247,26018
876838120628539392,3132,19883
876537666061221889,4392,22643
876484053909872640,2237,18021
876120275196170240,4387,26836
875747767867523072,4007,24190
875144289856114688,4634,21054
875097192612077568,5718,26372
875021211251597312,4450,24466
874680097055178752,4362,26734
874434818259525634,13746,0
874296783580663808,3881,25030
874057562936811520,3734,21830
874012996292530176,9725,33142
873580283840344065,3710,23289
873337748698140672,1503,0
873213775632977920,1503,6922
872967104147763200,5110,26261
872820683541237760,3503,14182
872620804844003328,3459,19976
872486979161796608,8532,39213
872122724285648897,7674,33148
871879754684805121,10464,36418
871762521631449091,3294,19526
871515927908634625,3284,19452
871166179821445120,5421,0
871102520638267392,5232,20213
871032628920680449,3622,21915
870804317367881728,5881,32483
870726314365509632,3,118
870656317836468226,2503,11976
870374049280663552,25133,80108
870308999962521604,3954,21149
870063196459192321,7915,35415
869772420881756160,9602,41110
869702957897576449,6017,27325
869596645499047938,2989,15479
869227993411051520,3609,19784
868880397819494401,13788,63454
868639477480148993,1987,0
868622495443632128,5067,25910
868552278524837888,1987,9801
867900495410671616,4002,23499
867774946302451713,7033,32985
867421006826221569,2378,15644
867072653475098625,116,0
867051520902168576,7545,31330
866720684873056260,4606,19497
866686824827068416,3330,18752
866450705531457537,33856,118998
866334964761202691,13746,51059
866094527597207552,8058,0
865718153858494464,5397,24993
865359393868664832,4804,25787
865006731092295680,7390,27302
864873206498414592,8379,31466
864279568663928832,2909,14239
864197398364647424,8552,29324
863907417377173506,3983,20115
863553081350529029,4036,14927
863471782782697472,2349,0
863432100342583297,5062,23274
863427515083354112,92,2178
863079547188785154,1067,8579
863062471531167744,2349,8294
862831371563274240,4974,18753
862722525377298433,3421,16703
862457590147678208,4784,20038
862096992088072192,22446,72794
861383897657036800,10375,35359
861288531465048066,4014,16856
861005113778896900,3703,16370
860981674716409858,2089,0
860924035999428608,787,0
860563773140209665,2089,7370
860524505164394496,5151,23202
860276583193509888,3393,18002
860184849394610176,5688,16367
860177593139703809,30122,0
859924526012018688,3986,19225
859851578198683649,3418,15151
859607811541651456,1526,18270
859196978902773760,29395,88363
859074603037188101,13292,33336
858860390427611136,7945,0
858843525470990336,3418,15319
858471635011153920,4738,21170
858107933456039936,2851,15498
857989990357356544,2537,15891
857746408056729600,10396,33765
857393404942143489,1609,5815
857263160327368704,4425,19776
857214891891077121,17,225
857062103051644929,168,0
857029823797047296,3928,18681
856543823941562368,2830,16107
856526610513747968,1848,11741
856330835276025856,655,0
856288084350160898,15,510
856282028240666624,6189,27485
855862651834028034,25,342
855860136149123072,985,4946
855857698524602368,2086,11760
855851453814013952,17686,45191
855818117272018944,5350,26422
855459453768019968,8115,29652
855245323840757760,5896,0
855138241867124737,44,0
854732716440526848,5997,22683
854482394044301312,6827,29149
854365224396361728,4652,18789
854120357044912130,7436,31860
854010172552949760,3134,16144
853760880890318849,5714,28526
853639147608842240,10039,34717
853299958564483072,3536,15489
852936405516943360,1995,0
852912242202992640,1819,9060
852672615818899456,2145,14920
852553447878664193,3489,16319
852311364735569921,9912,33169
852226086759018497,6840,20051
852189679701164033,1582,11483
851861385021730816,19,0
851591660324737024,3477,16285
851464819735769094,7070,24325
851224888060895234,5733,20761
850753642995093505,9188,31028
850380195714523136,2625,13154
850333567704068097,335,3473
850145622816686080,3822,16431
850019790995546112,4896,20546
849776966551130114,7647,30693
849668094696017920,4975,0
849412302885593088,3170,15981
849336543269576704,1915,11493
849051919805034497,8540,42692
848690551926992896,4353,25396
848324959059550208,4626,24971
848213670039564288,740,8272
848212111729840128,3076,16482
847978865427394560,3288,0
847971574464610304,434,0
847962785489326080,5142,23738
847842811428974592,1341,5507
847617282490613760,422,7065
847606175596138505,3450,18965
847251039262605312,4332,20693
847157206088847362,5935,20151
847116187444137987,3220,21671
846874817362120707,3961,20331
846514051647705089,11709,45171
846505985330044928,3105,14285
846153765933735936,9166,32065
846139713627017216,10099,31355
846042936437604353,2906,16207
845812042753855489,8824,29662
845677943972139009,4851,25517
845397057150107648,1832,7746
845306882940190720,5459,23658
845098359547420673,7765,0
844979544864018432,2596,13830
844973813909606400,3251,15323
844580511645339650,3176,16732
844223788422217728,2235,13842
843981021012017153,2990,15388
843856843873095681,4699,21795
843604394117681152,2789,17161
843235543001513987,6117,21866
842846295480000512,3693,15485
842765311967449089,1306,6873
842535590457499648,3566,18394
842163532590374912,5896,24879
842115215311396866,3086,14248
841833993020538882,15457,0
841680585030541313,7939,26150
841439858740625411,3756,12886
841320156043304961,5594,20147
841314665196081154,4762,16111
841077006473256960,5421,23273
840761248237133825,1795,0
840728873075638272,16492,0
840698636975636481,2,178
840696689258311684,996,12503
840632337062862849,1795,9156
840370681858686976,4646,16783
840268004936019968,5853,19653
839990271299457024,2338,13689
839549326359670784,7945,28035
839290600511926273,146,0
839239871831150596,6679,27739
838952994649550848,4083,20029
838921590096166913,2106,11388
838916489579200512,35,0
838831947270979586,11278,0
838561493054533637,1362,11146
838476387338051585,4894,23052
838201503651401729,10310,0
838150277551247360,340,1710
838085839343206401,1,144
838083903487373313,3220,18005
837820167694528512,8058,34913
837482249356513284,448,3924
837471256429613056,2329,13082
837110210464448512,2431,16406
836989968035819520,2340,13022
836753516572119041,4763,19732
836677758902222849,2276,12900
836648853927522308,563,0
836397794269200385,28285,0
836380477523124226,3056,15102
836260088725786625,4406,21792
836001077879255040,4370,19543
835685285446955009,8353,0
835574547218894849,3704,18214
835536468978302976,1745,0
835309094223372289,21599,0
835297930240217089,3090,16845
835264098648616962,1745,7908
835246439529840640,73,2154
835172783151792128,5914,26797
835152434251116546,3110,22989
834931633769889797,1693,11088
834786237630337024,5627,21788
834574053763584002,2608,14019
834477809192075265,10979,0
834458053273591808,1729,9856
834209720923721728,4896,21133
834167344700198914,3757,16187
834089966724603904,2193,10301
834086379323871233,2268,13395
833863086058651648,2466,13733
833826103416520705,3869,18469
833732339549220864,221,0
833722901757046785,3312,21279
833479644947025920,2106,15230
833124694597443584,4975,20691
832998151111966721,2274,13637
832769181346996225,39,0
832757312314028032,3725,17280
832682457690300417,3018,12195
832645525019123713,540,3008
832636094638288896,2870,16274
832397543355072512,2282,12254
832369877331693569,3288,17632
832273440279240704,2407,11630
832215909146226688,6410,0
832215726631055365,9659,0
832088576586297345,2,65
832040443403784192,9945,0
832032802820481025,4809,18343
831939777352105988,6329,24634
831926988323639298,34,350
831911600680497154,6716,28407
831670449226514432,1873,10731
831650051525054464,1995,7371
831552930092285952,2374,9232
831322785565769729,1592,9502
831315979191906304,1155,6717
831309418084069378,2532,12068
831262627380748289,2110,12234
830956169170665475,1540,8194
830583320585068544,17346,68764
830173239259324417,5897,0
830097400375152640,3067,10114
829878982036299777,5201,0
829861396166877184,2019,12580
