tweet_id,rating_numerator,rating_denominator,name,age_category
892420643555336193,13,10,Phineas,
892177421306343426,13,10,Tilly,
891815181378084864,12,10,Archie,
891689557279858688,13,10,Darla,
891327558926688256,12,10,Franklin,
891087950875897856,13,10,,
890971913173991426,13,10,Jax,
890729181411237888,13,10,,
890609185150312448,13,10,Zoey,
890240255349198849,14,10,Cassie,doggo
890006608113172480,13,10,Koda,
889880896479866881,13,10,Bruno,
889665388333682689,13,10,,puppo
889638837579907072,12,10,Ted,
889531135344209921,13,10,Stuart,puppo
889278841981685760,13,10,Oliver,
888917238123831296,12,10,Jim,
888804989199671297,13,10,Zeke,
888554962724278272,13,10,Ralphus,
888202515573088257,13,10,Canela,
888078434458587136,12,10,Gerald,
887705289381826560,13,10,Jeffrey,
887517139158093824,14,10,Such,
887473957103951883,13,10,Canela,
887343217045368832,13,10,,
887101392804085760,12,10,,
886983233522544640,13,10,Maya,
886736880519319552,13,10,Mingus,
886680336477933568,13,10,Derek,
886366144734445568,12,10,Roscoe,pupper
886267009285017600,12,10,,
886258384151887873,13,10,Waffles,
886054160059072513,12,10,,
885984800019947520,12,10,Jimbo,
885528943205470208,13,10,Maisey,
885518971528720385,14,10,,
885311592912609280,13,10,Lilly,
885167619883638784,13,10,,
884925521741709313,12,10,Earl,
884876753390489601,13,10,Lola,
884562892145688576,13,10,Kevin,
884441805382717440,14,10,,
884247878851493888,13,10,,
884162670584377345,12,10,Yogi,doggo
883838122936631299,12,10,Noah,
883482846933004288,5,10,Bella,
883360690899218434,13,10,Grizzwald,floofer
883117836046086144,13,10,,
882992080364220416,13,10,Rusty,
882762694511734784,12,10,Gus,pupper
882627270321602560,13,10,Stanley,
882268110199369728,13,10,Alfy,
882045870035918850,13,10,Koko,
881906580714921986,12,10,Rey,
881666595344535552,13,10,Gary,
881633300179243008,17,10,,
881536004380872706,14,10,,pupper
881268444196462592,12,10,Elliot,
880935762899988482,13,10,Louis,
880872448815771648,12,10,,
880465832366813184,12,10,Bella,
880221127280381952,12,10,Jesse,
880095782870896641,11,10,,
879862464715927552,13,10,Romeo,
879674319642796034,14,10,,
879492040517615616,12,10,Bailey,
879415818425184262,13,10,Duddles,
879376492567855104,12,10,Jack,
879130579576475649,14,10,Emmy,
879050749262655488,11,10,Steven,
879008229531029506,13,10,Beau,
878776093423087618,13,10,Snoopy,puppo
878604707211726852,13,10,,
878404777348136964,13,10,Shadow,
878316110768087041,11,10,Terrance,
878281511006478336,13,10,Shadow,
878057613040115712,14,10,Emmy,
877736472329191424,13,10,Aja,
877611172832227328,14,10,,pupper
877556246731214848,12,10,Penny,
877316821321428993,13,10,Dante,
877201837425926144,12,10,Nelly,
876838120628539392,12,10,Ginger,pupper
876537666061221889,14,10,,
876484053909872640,13,10,Benedict,
876120275196170240,13,10,Venti,
875747767867523072,13,10,Goose,
875144289856114688,13,10,Nugget,
875097192612077568,13,10,,
875021211251597312,12,10,,
874680097055178752,12,10,Cash,
874434818259525634,12,10,Coco,
874296783580663808,13,10,Jed,pupper
874057562936811520,12,10,,
874012996292530176,13,10,Sebastian,puppo
873697596434513921,14,10,Walter,
873580283840344065,13,10,,
873337748698140672,12,10,Sierra,pupper
873213775632977920,12,10,Sierra,pupper
872967104147763200,12,10,,doggo
872820683541237760,13,10,,
872668790621863937,14,10,,
872620804844003328,13,10,Monkey,
872486979161796608,12,10,,
872261713294495745,13,10,Harry,
872122724285648897,12,10,Kody,
871879754684805121,13,10,Lassie,
